pdb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
,,,,,,iclass,score,rlen,sid,eneall,te13all,OPTM,,SEQG,,,SEQL,,,TRDG,,,TRDL,,,TRSG,,,TRSL,,,TSSG,,,TSSL,,,TSCG,,TSCL,,PSMG,,,PSML,,,SRFG,,,SRFL,,,TBLS,,TBSS,,SBLS,,sspos,sscomp,tscore,trmsd,cge,sift,tma1,tma2,tma3,dsspESA,hphobic,polar
,,,,,,,,,,,,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs1,ene,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,zs,zs1,ene,z1,ene,zs1,ene,zs1,ene,,,,,,,,
2EYQ_B,2.000000,0.0,0.0,0.0,0.0,4.000000,-3.254914,98.159509,13.750000,-365.877686,-284.330000,2.970000,-31.740000,0.300000,0.000000,4819.000000,0.180000,-19.500000,-98.500000,0.270000,6.370000,7566.040000,-1.550000,-8.660000,-48.000000,0.050000,2.050000,7575.670000,-2.080000,-7.740000,-29.620000,-0.270000,-0.060000,4263.240000,6.090000,0.840000,-55.300000,0.000000,817.000000,-6.000000,-116.000000,0.480000,-5.500000,4900.000000,0.890000,-5.000000,-54.000000,0.720000,0.000000,2614.000000,2.860000,-7.000000,-118.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.513333,0.207761,0.000000,0.000000,0.548000,0.336400,0.120150,0.760250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3HTX_D,3.000000,0.0,0.0,0.0,0.0,4.000000,-1.996552,84.662577,14.000000,-189.334290,-163.550000,3.450000,-22.830000,0.020000,16.000000,3252.000000,1.700000,29.000000,-122.500000,-0.110000,5.620000,5785.400000,0.160000,3.010000,-42.310000,-0.450000,2.880000,5796.470000,-0.190000,-0.610000,-27.580000,1.470000,2.940000,3256.020000,7.110000,-3.000000,-51.810000,0.000000,601.000000,3.000000,-120.000000,0.720000,-17.500000,3369.500000,2.690000,6.000000,-76.000000,1.830000,-2.000000,2067.000000,2.420000,6.000000,-85.000000,6.520000,-4.520000,6.400000,-4.400000,0.230000,1.770000,-0.030534,0.425583,0.000000,0.000000,0.325000,0.264900,0.159630,0.774300,0.000000,0.000000,0.000000,0.000000,0.000000,0.840491
2DMZ_A,15.000000,0.0,0.0,0.0,0.0,4.000000,0.173835,61.963190,11.304348,-183.419861,-175.510000,0.690000,-19.610000,-1.370000,-15.000000,12.000000,-0.720000,-6.500000,-72.000000,-0.210000,1.170000,11.270000,-0.870000,0.630000,-24.750000,-0.260000,3.610000,25.240000,-0.220000,2.610000,-20.620000,4.330000,-6.500000,-4.750000,5.490000,-1.700000,-35.870000,-3.000000,-59.000000,-5.000000,-70.000000,0.320000,0.000000,31.000000,-0.550000,-14.000000,-38.000000,-0.130000,2.000000,133.000000,-0.990000,-10.000000,-23.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.252033,0.522431,0.000000,0.000000,0.497000,0.239300,0.700100,0.779370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2FL4_A,17.000000,0.0,0.0,0.0,0.0,4.000000,0.208459,60.122699,13.265306,-163.890533,-189.470000,-1.650000,-19.460000,-0.540000,13.000000,-17.500000,-0.590000,-3.000000,-69.500000,-1.010000,-5.650000,-6.200000,-1.270000,-2.770000,-23.770000,-0.820000,-5.660000,9.260000,-1.200000,-2.870000,-18.440000,5.150000,12.430000,-25.430000,2.770000,-5.830000,-29.460000,9.000000,-72.000000,-6.000000,-75.000000,-0.540000,-13.000000,13.000000,-0.990000,-14.000000,-44.000000,-0.560000,-30.000000,66.000000,0.840000,0.000000,-35.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.085714,0.845380,0.000000,0.000000,0.527000,0.242500,0.592900,0.857450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1XKP_B,18.000000,0.0,0.0,0.0,0.0,4.000000,0.211151,67.484663,11.818182,-224.537720,-209.990000,2.740000,-17.600000,-1.580000,-29.500000,83.500000,1.850000,23.000000,-66.500000,0.200000,-4.300000,15.460000,-0.640000,1.430000,-26.330000,0.420000,-1.830000,36.310000,0.720000,4.100000,-20.060000,0.470000,-6.340000,24.780000,7.100000,8.140000,-35.790000,-5.000000,-29.000000,1.000000,-62.000000,-0.460000,-16.000000,80.000000,0.560000,-1.000000,-35.000000,-0.510000,4.000000,49.000000,0.390000,-1.000000,-34.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,-0.073684,0.796421,0.000000,0.000000,0.453000,0.246600,0.629550,0.685340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2K5T_A,20.000000,0.0,0.0,0.0,0.0,4.000000,0.230090,66.871166,9.929078,-66.482208,-160.980000,0.060000,-19.140000,0.370000,-2.000000,-0.500000,-0.440000,-12.000000,-66.000000,-1.250000,-0.870000,12.050000,-1.520000,-3.790000,-25.690000,-0.790000,0.580000,29.750000,-0.570000,-1.920000,-19.280000,5.250000,3.670000,-4.540000,6.320000,4.060000,-36.340000,3.000000,-56.000000,3.000000,-69.000000,2.180000,54.000000,13.000000,0.590000,8.000000,-42.000000,-0.340000,5.000000,60.000000,1.020000,-1.000000,-30.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.732673,0.658226,0.000000,0.000000,0.401000,0.193600,0.606730,0.660290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1UIT_A,21.000000,0.0,0.0,0.0,0.0,4.000000,0.236944,54.601227,10.526316,-162.882690,-184.320000,2.560000,-17.330000,-0.660000,-34.500000,24.000000,0.740000,8.000000,-80.000000,0.050000,2.890000,24.830000,-0.630000,2.640000,-25.420000,0.140000,3.430000,36.790000,1.250000,5.100000,-22.930000,3.910000,-0.850000,8.810000,5.110000,0.160000,-32.950000,-5.000000,-48.000000,-1.000000,-64.000000,-0.310000,-24.000000,54.000000,1.870000,5.000000,-51.000000,-0.450000,5.000000,172.000000,0.200000,2.000000,-30.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.156522,0.510578,0.000000,0.000000,0.544000,0.209000,0.729530,0.748130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1MDM_A,22.000000,0.0,0.0,0.0,0.0,4.000000,0.241249,65.644172,10.596026,-149.667603,-81.600000,-0.420000,-17.990000,0.940000,10.000000,-33.500000,1.430000,22.500000,-105.500000,-1.200000,-1.740000,17.520000,0.750000,3.110000,-24.440000,-0.750000,-5.110000,34.520000,4.450000,4.870000,-25.650000,1.800000,-5.130000,10.330000,6.970000,10.640000,-38.460000,-7.000000,-53.000000,-11.000000,-60.000000,0.810000,5.000000,18.000000,-0.160000,4.000000,-46.000000,-2.510000,-9.000000,106.000000,1.120000,1.000000,-22.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.604839,0.139408,0.000000,0.000000,0.362000,0.243100,0.393140,0.449440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1RCO_M,23.000000,0.0,0.0,0.0,0.0,4.000000,0.274157,63.803681,9.615385,-169.098175,-161.950000,-3.960000,-15.510000,0.530000,33.500000,7.500000,-1.170000,-5.500000,-48.000000,-0.290000,-1.160000,11.840000,-1.340000,-0.490000,-20.180000,-0.220000,0.920000,30.350000,-0.380000,2.490000,-13.500000,6.040000,2.160000,-2.500000,4.810000,-0.150000,-33.260000,13.000000,-59.000000,4.000000,-68.000000,1.720000,29.000000,34.000000,0.720000,4.000000,-43.000000,0.310000,-8.000000,84.000000,0.140000,-7.000000,-28.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.308943,0.803681,0.000000,0.000000,0.489000,0.292500,0.649440,0.757150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2PZZ_B,25.000000,0.0,0.0,0.0,0.0,4.000000,0.282980,70.552147,12.173913,-229.065125,-199.110000,0.740000,-20.270000,0.020000,-11.500000,19.000000,2.050000,11.000000,-98.000000,-1.240000,-5.930000,24.810000,-1.700000,0.440000,-22.800000,-0.290000,-1.040000,42.230000,-0.690000,-0.760000,-17.920000,3.070000,3.720000,13.390000,5.130000,-6.020000,-35.010000,-2.000000,-49.000000,-6.000000,-69.000000,0.630000,8.000000,31.000000,0.620000,2.000000,-50.000000,-2.040000,5.000000,36.000000,-1.050000,-12.000000,-39.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.359223,0.919896,0.000000,0.000000,0.430000,0.297300,0.761340,0.816770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3BY6_A,26.000000,0.0,0.0,0.0,0.0,4.000000,0.288796,70.552147,14.893617,-212.173676,-174.250000,8.220000,-18.200000,1.150000,21.000000,-24.500000,1.040000,10.000000,-96.500000,-2.160000,-4.180000,26.140000,-0.410000,-1.060000,-20.850000,-0.470000,1.510000,37.440000,-0.940000,-0.840000,-15.500000,3.210000,-5.420000,15.550000,4.640000,-0.280000,-27.390000,11.000000,-47.000000,5.000000,-60.000000,0.790000,-14.000000,15.000000,0.880000,-3.000000,-58.000000,0.090000,13.000000,105.000000,0.420000,4.000000,-30.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.693069,0.161836,0.000000,0.000000,0.451000,0.239700,0.540440,0.622610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1UF1_A,29.000000,0.0,0.0,0.0,0.0,4.000000,0.324683,54.601227,12.389381,-180.769043,-200.830000,1.130000,-16.740000,1.030000,29.000000,-26.500000,1.520000,32.000000,-92.500000,-0.540000,-0.990000,13.140000,-0.660000,-0.670000,-21.670000,0.610000,7.000000,23.870000,0.170000,3.030000,-15.740000,3.020000,-6.090000,0.100000,3.650000,1.860000,-32.680000,-8.000000,-57.000000,-7.000000,-65.000000,1.500000,24.000000,8.000000,1.640000,10.000000,-53.000000,1.380000,19.000000,160.000000,-0.710000,-2.000000,-23.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.038095,0.517967,0.000000,0.000000,0.570000,0.264000,0.630970,0.709270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3HOF_A,30.000000,0.0,0.0,0.0,0.0,4.000000,0.337982,59.509202,11.340206,-168.613815,-111.750000,2.510000,-19.490000,1.950000,48.000000,4.500000,-1.200000,-12.000000,-49.500000,1.860000,6.950000,17.320000,0.040000,1.760000,-23.250000,0.910000,8.040000,41.450000,-1.460000,-3.050000,-11.840000,3.130000,4.420000,19.100000,7.210000,5.710000,-34.490000,-8.000000,-41.000000,9.000000,-70.000000,1.390000,12.000000,28.000000,0.020000,-23.000000,-43.000000,-1.280000,8.000000,81.000000,2.300000,2.000000,-40.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.224138,0.854963,0.000000,0.000000,0.427000,0.315500,0.548910,0.638720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3HK4_A,31.000000,0.0,0.0,0.0,0.0,4.000000,0.338367,66.871166,11.920530,-251.329987,-206.430000,3.520000,-16.240000,-0.470000,6.500000,36.000000,0.210000,4.000000,-75.000000,0.400000,0.010000,21.360000,-2.010000,-1.080000,-22.460000,1.610000,2.180000,40.410000,1.690000,1.380000,-21.220000,5.320000,10.700000,21.250000,6.930000,6.180000,-27.560000,19.000000,-32.000000,9.000000,-52.000000,1.130000,37.000000,35.000000,1.160000,10.000000,-57.000000,-0.390000,-7.000000,56.000000,-0.430000,0.000000,-28.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,-0.240000,0.497375,0.000000,0.000000,0.375000,0.082300,0.572910,0.710690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2DB5_A,32.000000,0.0,0.0,0.0,0.0,4.000000,0.353231,68.098160,9.375000,-205.235352,-284.690000,-0.610000,-18.730000,-0.500000,-22.500000,8.000000,-0.520000,-18.500000,-66.500000,0.820000,2.330000,10.920000,0.910000,4.610000,-28.900000,1.560000,4.670000,20.480000,2.000000,3.520000,-24.140000,2.760000,-10.540000,0.750000,4.560000,4.530000,-32.860000,-3.000000,-58.000000,4.000000,-74.000000,-0.060000,-35.000000,46.000000,-0.520000,-7.000000,-34.000000,-0.540000,0.000000,109.000000,1.370000,1.000000,-36.000000,0.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.065421,0.653681,0.000000,0.000000,0.520000,0.258400,0.800440,0.800440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
